0	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.525	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.4125	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.3375	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.525	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.4125	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.3375	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.04	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.525	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.4125	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.3375	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.06	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.525	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.4125	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.3375	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.08	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.35	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.35	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.12	0.625	0.6625	0.6125	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3625	0.375	0.375	0.3625	0.35	0.35	0.3375	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.14	0.625	0.6625	0.65	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.375	0.375	0.3625	0.35	0.35	0.35	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.16	0.625	0.6625	0.65	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.375	0.375	0.3625	0.35	0.35	0.35	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.18	0.65	0.6625	0.65	0.65	0.6125	0.6125	0.6125	0.6125	0.6	0.5875	0.55	0.5375	0.55	0.4625	0.4625	0.4625	0.45	0.45	0.4625	0.45	0.425	0.4125	0.4	0.4	0.4	0.4	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.375	0.375	0.3625	0.35	0.35	0.35	0.3375	0.325	0.325	0.3125	0.3125	0.3125	0.3125	0.3	0.3	0.2875	0.2875	0.2875	0.2875	0.2875	0.275	0.275	0.275	0.275	0.275	0.275	0.2625	0.2625	0.2625	0.25	0.25	0.25	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.225	0.225	0.2125	0.2125	0.2125	0.2125	0.2125	0.2	0.2	0.2	0.1875	0.1875	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
