40000	-56.6378
40001	-56.5068
40002	-56.5839
40003	-56.2835
40004	-56.4144
40005	-56.4081
40006	-56.8129
40007	-57.0286
40008	-57.0932
40009	-57.107
40010	-57.1157
40011	-57.1242
40012	-57.1315
40013	-57.1359
40014	-57.1352
40015	-57.1253
40016	-57.0928
40017	-56.7915
40018	-56.3956
40019	-56.6915
40020	-56.5169
40021	-56.5556
40022	-56.9934
40023	-57.2532
40024	-57.2175
40025	-57.1178
40026	-57.2412
40027	-57.2983
40028	-57.2717
40029	-57.0101
40030	-56.4791
40031	-56.6564
40032	-57.1787
40033	-57.4451
40034	-57.3965
40035	-57.3101
40036	-57.2256
40037	-57.4289
40038	-57.3174
40039	-57.5166
40040	-57.6706
40041	-57.7383
40042	-57.7484
40043	-57.7427
40044	-57.7266
40045	-57.6777
40046	-57.2396
40047	-57.2232
40048	-57.4092
40049	-57.669
40050	-57.7536
40051	-57.7019
40052	-57.4928
40053	-57.6678
40054	-57.7866
40055	-57.8314
40056	-57.8354
40057	-57.823
40058	-57.7758
40059	-57.2865
40060	-57.4756
40061	-57.5585
40062	-57.6269
40063	-57.7825
40064	-57.8546
40065	-57.8583
40066	-57.839
40067	-57.8019
40068	-57.528
40069	-57.6201
40070	-57.6972
40071	-57.644
40072	-57.1535
40073	-57.2367
40074	-57.286
40075	-57.7153
40076	-57.9386
40077	-58.0056
40078	-58.009
40079	-57.9063
40080	-57.7808
40081	-57.9169
40082	-57.9959
40083	-58.0137
40084	-58.0049
40085	-57.9914
40086	-57.9763
40087	-57.9584
40088	-57.9345
40089	-57.8901
40090	-57.5784
40091	-57.4255
40092	-57.6507
40093	-57.5318
40094	-57.6671
40095	-57.7559
40096	-57.5518
40097	-57.5544
40098	-57.5199
40099	-57.6928
40100	-57.4797
40101	-57.6137
40102	-57.8281
40103	-57.7129
40104	-57.7574
40105	-57.7351
40106	-57.8024
40107	-57.9818
40108	-58.0722
40109	-58.0628
40110	-57.8136
40111	-57.9457
40112	-58.0329
40113	-58.0506
40114	-58.027
40115	-57.9887
40116	-57.7671
